CPSC	recall_number	remedy	sold_to	name_of_product	description	manufacturer	sold_exclusively_at	manufactured_in	incidents_injuries	hazard	importer	consumer_contact	units
CPSC	04512	Consumers should contact the Cub Cadet dealerships where the tractor was purchased to schedule a free repair.	null	null	Model number 7252, 7254, 7264, or 7304 is written on the hood of the tractor.	Cub Cadet LLC (Cub Cadet), of Cleveland, Ohio.	null	null	None reported.	The tractor's high/low shift lever could pop out of gear into neutral during operation on steep slopes with attachments, such as a back-hoe or front-end loader installed. This could result in the machine &quot;free-wheeling&quot; until the brake is applied or the transmission is re- engaged, posing a risk of the operator losing control of the tractor.	null	null	2,000
CPSC	04513	Call SecureAlert toll-free at (800) 584-4176 between 8 a.m. and 4 p.m. Monday through Friday (MT) to arrange a free replacement. SecureAlert is directly contacting owners of these products. Until the replacement phone is received, consumers should refrain from using the test button on their recalled phone.	null	null	This recall involves GPS2000 MobilePAL+GPS units with serial numbers between 08810948 and 08813447, which can be found on a label in the battery compartment. They are white phones with a red &quot;call&quot; button and a gray &quot;test&quot; button that notifies an emergency call center and can track callers using the Global Positioning System (GPS). &quot;MobilePal+GPS&quot; is written on the front of the phones.	null	null	null	SecureAlert has received 10 reports of batteries being exhausted as a result of this problem. No injuries have been reported.	Using the test button can result in the battery being drained without the user's knowledge. Without battery power, the phone is unable to call for assistance in an emergency.	null	null	1,000
CPSC	04514	Take these toys away from children immediately and call Schylling Associates Inc. at (800) 767-8697 between 9 a.m. and 5:30 p.m. ET Monday through Friday, or visit the firm's Web site at www.schylling.com for information on receiving a refund or replacement toy.	null	null	These multicolor tin Jack-In-the-Box-type toys have illustrations of bears in various activities on the sides. Each side features the enlarged single letters of the word &quot;BEAR&quot; and &quot;BEAR&quot; is written on the top of the toy. Other writing on the sides includes, &quot;Bears in a Boat,&quot; &quot;Bears Eating Eggs,&quot; &quot;Bears in the Air,&quot; and Bears Racing Rabbits.&quot; When the crank is turned, the song, &quot;Pop Goes the Weasel&quot; plays and a toy teddy bears pops up out of the top of the box. &quot;Schylling&quot; is written on the bottom of the toys. Toys with date code stickers on the bottom are not included in the recall.	Schylling Associates Inc., of Rowley, Mass.	null	null	None Reported.	The red bead on the crank of the toy can detach, posing a choking hazard to young children.	null	null	300
CPSC	04031	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	04510	Consumers should stop using these candle gift sets immediately and discard them. The firm is out of business and a remedy is therefore no longer available.	null	null	This candle gift set includes two candle lamps and eight tealight candles. The lamps are approximately 3.5-inches high and have a warning label on the bottom with Polardreams' name and address. These sets were sold in three different fragrance combinations.	Polardreams International Ltd., of Fairfield, Iowa	null	null	One report has been received of a consumer receiving a minor burn from the candle wax.	The candle gift set can exhibit a larger-than-normal flame height as the tealight candle burns to the end, posing a potential fire hazard.	null	null	50,600
CPSC	04032	Consumers should return the multicolored sidewalk chalk to Target stores for a refund.	null	Multicolored Sidewalk Chalk	The sidewalk chalk is packaged in plastic that is molded to five sticks of chalk and a cardboard backing that is labeled &quot;Double Dipp'n Fun.&quot; Each stick of chalk is triangular shaped and multicolored, with three colors layered together (green, red, yellow, or blue). This recall does not affect solid color chalk sold in the same packaging.	null	null	China	None.	The multicolored sidewalk chalk contains high levels of lead, posing a risk of poisoning to young children. The Wisconsin Department of Health tested the chalk and identified the lead in the chalk.	null	null	26,000 Packages
CPSC	04509	Consumers should stop using these ATVs immediately. Polaris will notify all consumers with the recalled models and will arrange for a free repair from their dealership or an authorized service center.	null	null	The recall involves the Polaris model year 2003 and 2004 Magnum 330 4x4 and Magnum 330 Mossy Oak ATVs and model year 2004 Magnum 330 2x4, Trail Boss 330, ATP 330, and ATP 500 ATVs. The recalled ATVs have the following model numbers, which can be found on the certification decal located on the front center body panel: A03CD32(AA)(AC), A04CD32(AA)(AB)(AC), A04CB32(AA)(FC), A04CA32(AA)(AB), A04JD32AA, and A04JD50(AA)(AB)(CA). The name &quot;Polaris&quot; is prominently displayed on the right and left side of the seat and/or on the side body panels.	Polaris Industries Inc., of Minneapolis, Minn.	null	null	Polaris has received 265 reports of fuel leaks, including one report of a fire that damaged an ATV. No injuries have been reported.	Damage to the fuel tank grommet can cause a fuel leak, posing a serious fire hazard to consumers.	null	null	14,000
CPSC	04029	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	04027	Consumers should stop using the deep fryers immediately and contact The Metal Ware Corp. to request a free replacement cover kit and complimentary gift package.	null	Deep Fryers	This recall involves NESCO brand, stainless steel deep fryers with a black plastic top and handles on either side. The model number is printed on the back of the product. Model numbers included in the recall are DF-250T, DF-1250T and DF-1250TL.	The Metal Ware Corp., of Two Rivers, Wis.	null	China	There have been eight reports of incidents, including one report of minor burns requiring medical attention.	The mesh filter in the cover of the deep fryer can allow moisture to build in the oil reservoir, causing the oil reservoir to boil over during or shortly after use. This poses a burn hazard to consumers.	null	null	47,000
CPSC	04028	Consumers who purchased recalled drums should take them away from young childen immediately and call BRIO&reg; for information on receiving a refund or replacement product.	null	Plan Toys Solid Drums	The recalled Plan Toys Solid Drum is natural wood with blue and red triangles painted on the side. The drum measures 6 1/4-inches in diameter and 3-inches high and has curved holes carved into the top. On the bottom of the drum are three rubber feet attached with screws. The recalled lot numbers are 46271068, 1546214 and 4345141 and are printed on the inside flap of the packaging. A stamp on the bottom of the drum displays the Plan Toys logo.	BRIO&reg; Corp., of Germantown, Wis., a subsidiary of BRIO AB of Sweden.	null	Thailand	None reported.	The three rubber feet, which are screwed into the bottom of the drum, could be removed in some cases, posing a choking hazard to young children.	null	null	2,100
CPSC	04023	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	04024	null	null	null	null	null	null	null	null	null	null	null	null
