organization	recall_number	recall_date	recall_url	manufacturers	product_types	descriptions	upcs	hazards	countries
CPSC	13197	2013-05-22	http://www.cpsc.gov/en/Recalls/2013/Insolroll-Recalls-Roller-Shades-with-Solar-and-Rechargeable-Motors/	Insolroll	Blinds, Shades & Cords	IN-SOL-R Powered motor, IN-RCG-R Rechargeable motor Insolroll Roller Shades with Solar and Rechargeable Motors		Fire & Fire-Related Burn	United States
CPSC	13195	2013-05-21	http://www.cpsc.gov/en/Recalls/2013/Lea-Industries-Recalls-Childrens-Beds/	Lea Industries	Furniture (Children)	Lea Industries Children’s Beds		Fall	China and Vietnam
CPSC	13194	2013-05-16	http://www.cpsc.gov/en/Recalls/2013/Powell-Company-Recalls-Anywhere-Lounger-Bean-Bag-Chairs/	L. Powell	Bean Bag Chairs	Powell Company Anywhere Lounger Bean Bag Chairs		Suffocation	China
CPSC	13192	2013-05-16	http://www.cpsc.gov/en/Recalls/2013/Deezo-Childrens-Hooded-Sweatshirts-with-Drawstrings-Recalled-by-Zulily/	Zulily,null	Clothing (Children),null	Zulily Deezo Children’s Hooded Sweatshirts with Drawstrings,null		Strangulation,null	China,null
CPSC	13193	2013-05-16	http://www.cpsc.gov/en/Recalls/2013/Avon-Recalls-Microwave-Popcorn-Maker/	Okay Enterprise	Popcorn Machines	Avon 474-105 Microwave Popcorn Maker		Fire & Fire-Related Burn	Taiwan
CPSC	13191	2013-05-15	http://www.cpsc.gov/en/Recalls/2013/Optimus-Recalls-Portable-Electric-Heaters/	Dongguang Hong-Hwa Electric	Electric Heaters	Optimus Portable Electric Heaters		Fire & Fire-Related Burn	China
CPSC	13189	2013-05-10	http://www.cpsc.gov/en/Recalls/2013/Meijer-Recalls-Touch-Point-Baseboard-Convection-Heaters/	Foshan Guanmei Electrical	Electric Heaters	Meijer Touch Point Baseboard Convection Heaters		Fire & Fire-Related Burn	China
CPSC	13186	2013-05-09	http://www.cpsc.gov/en/Recalls/2013/Family-Dollar-Stores-Recalls-Optimus-Tower-Quartz-Heaters/	Family Dollar	Electric Heaters	Family Dollar Optimus Tower Quartz Heaters		Fire & Fire-Related Burn	China
CPSC	13187	2013-05-09	http://www.cpsc.gov/en/Recalls/2013/Toro-Recalls-Zero-Turn-Riding-Mowers/	Toro	Lawn Mowers & Accessories	2012 and 2013 Toro Z Master Commercial 2000 Series ZRT riding mowers		Fire & Fire-Related Burn	United States
CPSC	13185	2013-05-08	http://www.cpsc.gov/en/Recalls/2013/Surly-Bikes-Recalls-Bicycle-Forks/	Aprebic Industry	Bicycles & Accessories	Surly Pugsley 100mm and 135mm bicycle forks		Fall	Taiwan
CPSC	13182	2013-05-02	http://www.cpsc.gov/en/Recalls/2013/LEM-Products-Distribution-Recalls-5-Tray-Food-Dehydrators/	LEM Products	Food Dehydrator/Preserver/Processor	LEM Products 5-Tray Food Dehydrators with Digital Timer	734494010091	Fire & Fire-Related Burn	China
CPSC	13183	2013-05-02	http://www.cpsc.gov/en/Recalls/2013/Louisville-Slugger-OneX-Fastpitch-Softball-Bats/	Louisville Slugger	Baseball/Softball Accessories	Louisville Slugger OneX Fastpitch Softball Bats		Internal Injury	China
CPSC	13180  	2013-04-25	http://www.cpsc.gov/en/Recalls/2013/The-Land-of-Nod-Recalls-Plush-Dollies/	Radiant Exports	Toy Dolls & Accessories	The Land of Nod Plush Dollies		Choking	India
CPSC	13179	2013-04-25	http://www.cpsc.gov/en/Recalls/2013/Currey-Company-Recalls-Chandeliers/	YQF Lighting	Lights & Accessory,null	Currey & Company Chandeliers		Electrocution/Electric Shock	China
CPSC	13181	2013-04-25	http://www.cpsc.gov/en/Recalls/2013/3T-Design-Recalls-Cervelo-Bicycles-with-Aura-Pro-Handlebars/	3T Design	Bicycle & Accessories	2013 Cervélo P-Series bicycles Aura Pro Handlebars		Fall	China
CPSC	13178	2013-04-24	http://www.cpsc.gov/en/Recalls/2013/Target-Recalls-Giada-De-Laurentiis-Lasagna-Pan/	Target	Cookers & Cookware	Target Giada De Laurentiis-branded ceramic lasagna pans		Laceration	China
CPSC	13176 	2013-04-24	http://www.cpsc.gov/en/Recalls/2013/Reed-and-Barton-Recalls-Gingham-Bunny-Forks-and-Spoons-for-Babies/	Winkuan Metals Technology	Dishes/Glassware/Eating Utensils	Reed and Barton Gingham Bunny Forks and Spoons for Babies		choking	China
CPSC	13177	2013-04-24	http://www.cpsc.gov/en/Recalls/2013/Childrens-Apparel-Network-Recalls-Girls-Clothing-Sets-Waist-Belt-Poses-Risk-of-Entrapment/	Children's Apparel Network	Clothing (Children)	Children’s Apparel Network Girl’s Clothing Sets		Entrapment	China
CPSC	13175	2013-04-23	http://www.cpsc.gov/en/Recalls/2013/West-Elm-Recalls-Floor-Lamps/	Modern Home	Lamps	West Elm Williams-Sonoma Floor Lamps		Electrocution/Electric Shock	China
CPSC	13173 	2013-04-18	http://www.cpsc.gov/en/Recalls/2013/Classic-Characters-Recalls-Infant-Socks/	Sino-Best Industries	Baby Socks	Classic Characters Infant Socks		Choking	China
CPSC	13172	2013-04-18	http://www.cpsc.gov/en/Recalls/2013/Infant-and-Childrens-Dungarees-Recalled-by-JP-Boden/	J.P. Boden	Clothing (Children)	J.P. Boden Infant and Children’s Dungarees		Choking	China
CPSC	13174	2013-04-18	http://www.cpsc.gov/en/Recalls/2013/Trident-Diving-Equipment-Recalls-High-Pressure-Scuba-Diving-Air-Hoses/	Trident Diving Equipment	Scuba Diving/Water Activity Equipment	Trident Diving Equipment High-Pressure Scuba Diving Air Hoses		Drowning	Taiwan
CPSC	13170	2013-04-17	http://www.cpsc.gov/en/Recalls/2013/Huffy-Recalls-Slider-Tricycles/	Huffy	Toy Vehicles	Huffy 2012 model year 20-inch, three-wheeled Slider Tricycles		Crash	China
CPSC	13171	2013-04-17	http://www.cpsc.gov/en/Recalls/2013/Gerbings-Recalls-Heated-Jacket-Liners/	Gerbings	Clothing (Adults)	Gerbings Heated Jacket Liners		Burn	China
CPSC	13170	2013-04-17	http://www.cpsc.gov/en/Recalls/2013/Huffy-Recalls-Slider-Tricycles/	Huffy	Toy Vehicles	Huffy 2012 model year 20-inch, three-wheeled Slider Tricycles		Crash	China
CPSC	13171	2013-04-17	http://www.cpsc.gov/en/Recalls/2013/Gerbings-Recalls-Heated-Jacket-Liners/	Gerbings	Clothing (Adults)	Gerbings Heated Jacket Liners		Burn	China
CPSC	13169	2013-04-16	http://www.cpsc.gov/en/Recalls/2013/Small-World-Toys-Recalls-Spin-A-Mals-Farm-and-Safari-Puzzles/	Small World Toys	Puzzles	Small World Toys Spin-A-Mals Farm and Safari Puzzles		Choking	China
CPSC	13731	2013-04-15	http://www.cpsc.gov/en/Recalls/Recall-Alerts/2013/Overstock-Recalls-High-Powered-Magnet-Sets/	Overstock.com	Magnets	Buckyballs 216 silver-colored, spherical rare earth magnets High-Powered Magnet Sets,null		Magnet Ingestion	China
CPSC	13732	2013-04-15	http://www.cpsc.gov/en/Recalls/Recall-Alerts/2013/Toys-R-Us-Recalls-High-Powered-Magnet-Sets/	Toys R Us	Magnets	Toy R Us Buckyballs 216 silver-colored, spherical rare earth magnets High-Powered Magnet		Magnet Ingestion	China
CPSC	13168	2013-04-12	http://www.cpsc.gov/en/Recalls/2013/Six-Retailers-Announce-Recall-of-Buckyballs-and-Buckycubes-High-Powered-Magnet-Sets/	Maxfield and Oberton	Magnets	Buckyballs spherical and individual package High-Powered Magnet Sets		Magnet Ingestion	China
CPSC	13167	2013-04-11	http://www.cpsc.gov/en/Recalls/2013/Carters-Recalls-Infant-Clothing-with-Zippers/	Carter's	Clothing (Children)	Carter’s Infant Clothing with Zippers		Choking	China
CPSC	13165	2013-04-10	http://www.cpsc.gov/en/Recalls/2013/Battenfeld-Technologies-Recalls-Three-Digit-Combination-Locking-Handgun-Vaults/	Battenfeld Technologies	Gun Accessories	Battenfeld Technologies Lockdown Compact and Large Handgun Security Vaults		Safety Equipment Malfunction	China
CPSC	13166	2013-04-10	http://www.cpsc.gov/en/Recalls/2013/Baby-Socks-Recalled-by-Trumpette/	Asia Socks	Baby Socks	Trumpette Aubree’s and Hearts baby socks		Choking	China
CPSC	13163	2013-04-09	http://www.cpsc.gov/en/Recalls/2013/Home-Depot-Recalls-CE-Tech-Riser-Cable/	Home Depot	Data cable	CE Tech 1,000 ft. Riser Cable Cat 6 23-4		Fire & Fire-Related Burn	China
CPSC	13164	2013-04-09	http://www.cpsc.gov/en/Recalls/2013/Manchester-Tank-And-Equipment-Company-Recalls-Propane-Cylinders/	Manchester Tank & Equipment	Gas/Propane Cans/Cylinders/Tanks/Fuel	100-pound Propane Cylinders		Fire & Fire-Related Burn	United States
CPSC	13162	2013-04-04	http://www.cpsc.gov/en/Recalls/2013/Dynacraft-Recalls-Urban-Shredder-Ride-On-Toys/	Target	Toys Ride-On	Heshan Congtin Technological Development Urban Shredder Ride-On Toys		Fall	China
CPSC	13139	2013-04-02	http://www.cpsc.gov/en/Recalls/2013/Toys-R-Us-Recalls-Imaginarium-Activity-Walker/	Imaginarium,null	Toy Play Sets/Activity Sets,null	Toys R Us Imaginarium Activity Walkers,null	3700217300319	Choking,null	China
CPSC	13160	2013-04-02	http://www.cpsc.gov/en/Recalls/2013/Haier-America-Expands-Recall-of-Chest-Freezers/	Haier	Freezers	Haier Chest Freezers	896603002660	Fire & Fire-Related Burn	China
CPSC	13159	2013-04-02	http://www.cpsc.gov/en/Recalls/2013/Remote-Controlled-Helicopters-Recalled-by-Midwest-Trading-Group/	Ultimate Products (HK)	Remote-Controlled Helicopters	Banshee Helicopter		Fire & Fire-Related Burn	China
CPSC	13155	2013-03-28	http://www.cpsc.gov/en/Recalls/2013/BabyHome-USA-Recalls-High-Chairs/	BabyHome	High Chairs/Booster Chairs	BabyHome USA Eat model Baby high chairs		Strangulation	China
CPSC	13156	2013-03-28	http://www.cpsc.gov/en/Recalls/2013/Icandy-World-Recalls-Cherry-Strollers/	iCandy	Strollers & Accessories	iCandy World Cherry model strollers		Strangulation	China
CPSC	13157	2013-03-28	http://www.cpsc.gov/en/Recalls/2013/Bell-Sports-Recalls-BMX-Bike-Helmets/	Bell Sports	Bicycles & Accessories	MHR Toys R Us Bell Sports Full Throttle Bicycle Motocross (BMX) Helmets		Vehicle Accident	China
CPSC	13158	2013-03-28	http://www.cpsc.gov/en/Recalls/2013/Definitive-Technology-Recalls-SuperCube-2000-Subwoofers/	Definitive Technology	Audio/Video Systems & Accessories	Definitive Technology SuperCube 2000 Powered Subwoofers		Electrocution/Electric Shock	China
CPSC	13153	2013-03-27	http://www.cpsc.gov/en/Recalls/2013/Bugaboo-Recalls-Cameleon3-Strollers/	Bugaboo	Strollers & Accessories	Bugaboo Americas Cameleon3 Strollers		Fall	China
CPSC	13151	2013-03-26	http://www.cpsc.gov/en/Recalls/2013/PT-Domusindo-Perdana-Recalls-Drop-Side-Cribs/	PT Domusindo Perdana	Cribs	PT Domusindo Perdana JC Penney drop-side cribs,null		Suffocation	Indonesia
CPSC	13154	2013-03-26	http://www.cpsc.gov/en/Recalls/2013/3M-Recalls-Filtrete-Room-Air-Purifiers/	3M	Air Cleaners/Purifiers	3M Filtrete Ultra Quiet Room Air Purifiers		Fire & Fire-Related Burn	Taiwan
CPSC	13150	2013-03-26	http://www.cpsc.gov/en/Recalls/2013/West-Music-Recalls-Egg-Shaker-Toy-Instruments/	West Music	Toy Musical Instruments	West Music Bongo Logic Basic Beat BB201 standard egg shaker,null		Choking	China
CPSC	13152	2013-03-26	http://www.cpsc.gov/en/Recalls/2013/WRSI-Recalls-Kayaking-and-Rafting-Helmets/	Whitewater Technology Associates	Helmets & Helmet Accessories	Whitewater Technology Associates WRSI Whitewater Kayaking and Rafting Helmets		Internal Injury	China
CPSC	13145	2013-03-21	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=13145	Aqua Lung	Scuba Diving/Water Activity Equipment	Aqua Lung buoyancy compensators with SureLock II weight pocket handles		Drowning	China
CPSC	13149	2013-03-21	http://www.cpsc.gov/en/Recalls/2013/tc-electronic-Recalls-Bass-Guitar-Amplifier/	tc electronic	Audio/Video Systems & Accessories	tc electronic 250 W Bass Guitar Amplifiers		Electrocution/Electric Shock	China
CPSC	13148	2013-03-21	http://www.cpsc.gov/en/Recalls/2013/Magura-USA-Recalls-Bicycle-Hydraulic-Disc-Brakes/	Magura	Bicycles & Accessories	Magura USA MT Bicycle Hydraulic Disc Brakes		Vehicle Accident	Germany
CPSC	13146	2013-03-21	http://www.cpsc.gov/en/Recalls/2013/Aqua-Lung-Recalls-Buoyancy-Compensators/	Aqua Lung	Scuba Diving/Water Activity Equipment	Aqua Lung buoyancy compensators with SureLock II weight pocket handles		Drowning	China
CPSC	13144	2013-03-20	http://www.cpsc.gov/en/Recalls/2013/Yuba-Bicycles-Recalls-Mundo-Cargo-Bikes/	Yuba Bicycles	Bicycles & Accessories	Yuba Bicycles Mundo V4 Cargo Bikes		Vehicle Accident	China
CPSC	13142	2013-03-19	http://www.cpsc.gov/en/Recalls/2013/LED-Light-Bulbs-Recalled-by-Lighting-Science-Group/	Lighting Science Group	Lights & Accessories	Lighting Science Group Citizen Electronics LED Light Bulbs		Fire & Fire-Related Burn	China
CPSC	13730	2013-03-14	http://www.cpsc.gov/en/Recalls/2013/BrightLight-Blankets-Recalled-by-IdeaVillage/	Idea Village	Blankets	IdeaVillage Battery-powered BrightLight blankets		Burn - Not Fire-Related	China
CPSC	13140	2013-03-14	http://www.cpsc.gov/en/Recalls/2013/Uniqlo-Recalls-Childrens-Pajamas/	UNIQLO	Clothing (Children)	UNIQLO Baby Fast Retailing USA Children's Pajamas		Fire & Fire-Related Burn	China
CPSC	13141	2013-03-14	http://www.cpsc.gov/en/Recalls/2013/Stuart-Weitzman-Girls-Cha-Cha-Boots/	Synclaire Brands	Shoes, Sandals & Boots	Synclaire Brands Stuart Weitzman Cha Cha and Cha Cha 2 girls' boots		Fall	China
CPSC	13729	2013-03-13	http://www.cpsc.gov/en/Recalls/2013/BluworldNu-Flame-Recalls-Wall-Mounted-Fireplaces/	Bluworld/Nu-Flame	Fireplaces & Accessories	Bluworld/Nu-Flame Vivo and Vivido wall mounted fireplaces		Fire & Fire-Related Burn	China
CPSC	13137	2013-03-12	http://www.cpsc.gov/en/Recalls/2013/Soft-Air-USA-Recalls-Swiss-Arms-Air-Rifle/	Soft Air USA	Air Rifles/Air Guns/BB Guns & Accessories	Soft Air USA Sports Authority Swiss Arms Break-Barrel Air Rifle,null		Explosion/Projectiles	China
CPSC	13138	2013-03-12	http://www.cpsc.gov/en/Recalls/2013/White-House--Black-Market-Womens-Shoes-Recalled-by-Impo-International/	Impo International	Shoes, Sandals & Boots	Impo International White House | Black Market Versailles, Lourdes Women's High-heel Shoes		Fall	China
CPSC	13132	2013-03-07	http://www.cpsc.gov/en/Recalls/2013/The-Pampered-Chef-Recalls-Garlic-Slicers/	Pampered Chef	Cookers & Cookware	Pampered Chef Leifheit International Garlic Slicers		Laceration	China
CPSC	13133	2013-03-07	http://www.cpsc.gov/en/Recalls/2013/US-Divers-Recalls-Youth-Snorkeling-Mask-Sets/	U.S. Divers	Scuba Diving/Water Activity Equipment	U.S. Divers Costco Martinique LX Jr. Youth Snorkeling Mask Sets		Laceration	Thailand
CPSC	13134	2013-03-07	http://www.cpsc.gov/en/Recalls/2013/US-Divers-and-Aqua-Lung-Sport-Brand-Youth-Snorkeling-Masks-Recalled/	U.S. Divers	Scuba Diving/Water Activity Equipment	U.S. Divers Aqua Lung Santa Cruz Jr. Youth Snorkeling Masks		Laceration	Thailand
CPSC	13131	2013-03-05	http://www.cpsc.gov/en/Recalls/2013/Regency-Seating-Recalls-Oakmont-Fabric-Stackable-Chair/	Regency Seating	Chairs, Stools & Benches	Regency Seating Global Industrial Equipment Oakmont Stackable Chairs,null		Fall	China
CPSC	13728	2013-03-05	http://www.cpsc.gov/en/Recalls/2013/Briggs--Stratton-Recalls-Ariens-Compact-Snow-Blowers/	Briggs & Stratton	Snow Blowers & Throwers	Briggs & Stratton Ariens Snow-Thro 24-inch Snow Blower,null		Fire & Fire-Related Burn	China
CPSC	13130	2013-03-05	http://www.cpsc.gov/en/Recalls/2013/Disco-Lights-Recalled-by-Tween-Brands/	Tween Brands	Lights & Accessories	Tween Brands Justice "Style my Room by Justice" Disco Lights		Electrocution/Electric Shock	China
CPSC	13726	2013-02-28	http://www.cpsc.gov/en/Recalls/2013/SlumberWorld-Recalls-Mattresses/	SlumberWorld	Mattresses & Covers	Excel Bedding SlumberWorld First Edition, New Edition, Limited Edition and Limited Edition Deluxe Mattresses,null		Fire & Fire-Related Burn	China
CPSC	13727	2013-02-28	http://www.cpsc.gov/en/Recalls/2013/Balsam-Hill-Recalls-Pre-lit-Christmas-Trees/	Balsam Hill	Holiday Items (except lights),null	Balsam Hill Redwood Pacific Pre-lit Artificial Christmas Trees		Electrocution/Electric Shock	China
CPSC	13127	2013-02-27	http://www.cpsc.gov/en/Recalls/2013/Jerdon-Style-Recalls-One-Cup-Coffeemakers/	Jerdon Style	Coffeemakers/Coffeepots/Teapots/Kettles	Jerdon Style FIRST CLASS One-cup Coffeemakers		Fire & Fire-Related Burn	China
CPSC	13128	2013-02-27	http://www.cpsc.gov/en/Recalls/2013/Liberty-Mountain-Recalls-Mountain-Climbing-Lanyards/	Liberty Mountain	Climbing Equipment	Liberty Mountain Singing Rock Easy Go XP Lock Via Ferrata Lanyards		Fall	Czech Republic
CPSC	13125	2013-02-26	http://www.cpsc.gov/en/Recalls/2013/Dynacraft-Recalls-Hello-Kitty-City-Motor-Scooters/	Dynacraft	Scooters / Mini bikes	Dynacraft Toys R Us City Scooter Motor Scooters with Hello Kitty graphics		Fall	China
CPSC	13126	2013-02-26	http://www.cpsc.gov/en/Recalls/2013/Dynacraft-Recalls-Monster-High-City-Motor-Scooters/	Dynacraft	Scooters / Mini bikes	Dynacraft Walmart City Scooter Motor Scooters with Monster High graphics		Fall	China
CPSC	13124	2013-02-26	http://www.cpsc.gov/en/Recalls/2013/One-World-Technologies-Recalls-Ryobi-Cordless-Tool-Battery-Pack/	One World Technologies	Adapter/Power Supply/Charger/Battery	One World Technologies Ryobi Lithium 18 V 4Ah Battery Pack,null		Fire & Fire-Related Burn	China
CPSC	13122	2013-02-21	http://www.cpsc.gov/en/Recalls/2013/Homelite-Recalls-Electric-Blower-Vacuums/	Homelite	Blowers	Homelite Changzhou Globe Tools Home Depot BlowerVac 2 Electric Blower Vacuums		Laceration	China
CPSC	13123	2013-02-21	http://www.cpsc.gov/en/Recalls/2013/Electric-Blower-Vacuums-Recalled-by-OWT-Industries/	OWT Industries	Blowers	OWT Industries Walmart Expert Gardener BlowerVac 2 Electric Blower Vacuums		Laceration	China
CPSC	13725	2013-02-14	http://www.cpsc.gov/en/Recalls/2013/John-Deere-Recalls-Gator-Utility-Vehicles/	Deere & Company (John Deere)	Utility, Off-Road Vehicles/Golf Carts	John Deere Sport and Trail Model Recreational Utility Vehicles		Fire & Fire-Related Burn	United States
CPSC	13121	2013-02-14	http://www.cpsc.gov/en/Recalls/2013/Cramer-Recalls-Folding-Step-Stools/	Cramer	Chairs, Stools & Benches	Cramer Task*It 1-UP folding step stool		Fall	China
CPSC	13120	2013-02-13	http://www.cpsc.gov/en/Recalls/2013/Purr-Fection-Stuffed-Animals-with-Flashlights-Recalled-by-MJC/	Purr-Fection	Toy Animals Stuffed/Not Stuffed	MJC Purr-Fection Cabels's Beamerzzz Stuffed Animals with LED Flashlight		Laceration	China
CPSC	13724	2013-02-12	http://www.cpsc.gov/en/Recalls/2013/Bohning-Recalls-Hunting-Crossbows/	Bohning	Hunting Accessories	Bohning Middleton Siege Crossbows		Explosion/Projectiles	Canada
CPSC	13119	2013-02-12	http://www.cpsc.gov/en/Recalls/2013/Samsonite-Recalls-Dual-Wattage-Travel-Converter-Kits/	Samsonite	Adapter/Power Supply/Charger/Battery	Samsonite Dual-Wattage Travel Converter Kits		Fire & Fire-Related Burn	China
CPSC	13723	2013-02-07	http://www.cpsc.gov/en/Recalls/2013/BRP-Recalls-Ski-Doo-Snowmobiles/	Bombardier (BRP)	Snowmobiles	BRP Ski-Doo Freeride, GSX, MX Z, Skandic Tundra, Summit Snowmobiles		Fire & Fire-Related Burn	Canada
CPSC	13118	2013-02-07	http://www.cpsc.gov/en/Recalls/2013/Mutsy-USA-Recalls-EVO-Strollers/	Mutsy	Strollers & Accessories	Mutsy USA EVO strollers		Strangulation	China
CPSC	13117	2013-02-07	http://www.cpsc.gov/en/Recalls/2013/BlueStar-Wall-Ovens-Recalled-by-Prizer-Painter-Stove-Works/	Prizer Painter Stove Works	Ovens/Stoves/Ranges/Microwaves	Prizer Painter Stove Works BlueStar residential gas wall ovens		Fire & Fire-Related Burn	United States
CPSC	13115	2013-02-06	http://www.cpsc.gov/en/Recalls/2013/Play-Yard-Sheets-Recalled-by-4moms/	Thorley Industries	Playpens/Play yards/Portable Cribs/Sleepers	Thorley Industries 4moms breeze Cotton Jersey Playard Sheets	817980011137	Entrapment	China
CPSC	13116	2013-02-06	http://www.cpsc.gov/en/Recalls/2013/Progressive-International-Recalls-Canning-Jar-Lifters/	Progressive International	Carafes/Jars	Progressive International One Handed Canning Jar Lifters		Laceration	China
CPSC	13722	2013-02-05	http://www.cpsc.gov/en/Recalls/2013/Large-Scented-Candles/	Barneys New York	Candles & Candle Holders	Barneys New York United Perfumes Fornasetti Profumi Grande Scented candles		Fire & Fire-Related Burn	United Kingdom
CPSC	13721	2013-02-05	http://www.cpsc.gov/en/Recalls/2013/Club-Car-Recalls-Golf-and-Transport-Vehicles/	Club Car	Utility, Off-Road Vehicles/Golf Carts	Club Car Precedent i2 and Signature gas golf and transport vehicles		Fire & Fire-Related Burn	United States
CPSC	13112	2013-01-31	http://www.cpsc.gov/en/Recalls/2013/High-Powered-Magnet-Balls/	SCS Direct	Magnets	SCS Direct Amazon.com Original, Rainbow Bright Magnet Balls Manipulative Magnet Sets		Magnet Ingestion	China
CPSC	13111	2013-01-31	http://www.cpsc.gov/en/Recalls/2013/Kringles-Toys-and-Gifts-Recalls-High-Powered-Magnets/	Kringle Toys and Gifts	Magnets	Kringle Toys and Gifts Nanospheres Magnetic Desk Toys		Magnet Ingestion	China
CPSC	13110	2013-01-31	http://www.cpsc.gov/en/Recalls/2013/FoodState-Recalls-Bottles-of-MegaFood-One-Daily-Supplements/	FoodState	Vitamins & Supplements	MegaFood One Daily Supplement Bottles		Poisoning	United States
CPSC	13113	2013-01-31	http://www.cpsc.gov/en/Recalls/2013/World-Imports-Recalls-Bunk-Beds/	World Imports	Bunk Beds	World Imports Twin-over-Twin, Twin-over-Futon Bunk Beds		Entrapment	China
